;product_id;country;product_score
0;6450e3f32277715c35aa0b2e;ARGENTINA;1.7576683370575252
1;6450e3f32277715c35aa0b2e;AUSTRALIA;8.521389353538883
2;6450e3f32277715c35aa0b2e;AUSTRIA;0.7392350448948981
3;6450e3f32277715c35aa0b2e;BELGIUM;6.030169007129475
4;6450e3f32277715c35aa0b2e;BRAZIL;5.896935140789578
6;6450e3f32277715c35aa0b2e;CHILE;3.107023151888315
7;6450e3f32277715c35aa0b2e;COLOMBIA;0.35462857364521816
8;6450e3f32277715c35aa0b2e;FRANCE;7.178548722322042
9;6450e3f32277715c35aa0b2e;GERMANY;0.2417412315198486
10;6450e3f32277715c35aa0b2e;GREECE;1.7961168058899024
11;6450e3f32277715c35aa0b2e;ITALY;5.442368279638038
12;6450e3f32277715c35aa0b2e;MALAYSIA;9.39983031860934
13;6450e3f32277715c35aa0b2e;MEXICO;0.6593350871899673
14;6450e3f32277715c35aa0b2e;NETHERLANDS;5.787869362884478
15;6450e3f32277715c35aa0b2e;PANAMA;3.2889303484252776
16;6450e3f32277715c35aa0b2e;PERU;6.694179714517258
17;6450e3f32277715c35aa0b2e;PORTUGAL;9.529088157741317
18;6450e3f32277715c35aa0b2e;RUSSIA;2.685903156557108
20;6450e3f32277715c35aa0b2e;SINGAPORE;9.559269850484764
21;6450e3f32277715c35aa0b2e;SPAIN;8.70626300917259
22;6450e3f32277715c35aa0b2e;SWITZERLAND;6.070559158320884
23;6450e3f32277715c35aa0b2e;UAE;7.582366720884796
24;6450e3f32277715c35aa0b2e;UNITED KINGDOM;8.648880043346862
25;6450e3f32277715c35aa0b2e;USA;8.034686319581397
26;6450e4fb2277715c35aa0e2f;ARGENTINA;3.2670768564367156
27;6450e4fb2277715c35aa0e2f;AUSTRALIA;8.126040768415994
29;6450e4fb2277715c35aa0e2f;BELGIUM;3.135188412201982
31;6450e4fb2277715c35aa0e2f;CANADA;8.670792923398965
32;6450e4fb2277715c35aa0e2f;CHILE;2.5546605064032493
33;6450e4fb2277715c35aa0e2f;COLOMBIA;5.722608594657457
34;6450e4fb2277715c35aa0e2f;FRANCE;6.929236445416613
35;6450e4fb2277715c35aa0e2f;GERMANY;4.257912305822382
38;6450e4fb2277715c35aa0e2f;MALAYSIA;7.829724953325222
39;6450e4fb2277715c35aa0e2f;MEXICO;9.253559050231447
40;6450e4fb2277715c35aa0e2f;NETHERLANDS;1.8625309406668733
42;6450e4fb2277715c35aa0e2f;PERU;0.33442651670118617
43;6450e4fb2277715c35aa0e2f;PORTUGAL;6.265164169237312
44;6450e4fb2277715c35aa0e2f;RUSSIA;6.021868625845238
45;6450e4fb2277715c35aa0e2f;SAUDI ARABIA;3.4130445368326088
47;6450e4fb2277715c35aa0e2f;SPAIN;7.854629766263735
48;6450e4fb2277715c35aa0e2f;SWITZERLAND;8.26142548700175
49;6450e4fb2277715c35aa0e2f;UAE;3.3198568031595
50;6450e4fb2277715c35aa0e2f;UNITED KINGDOM;6.822724995992991
51;6450e4fb2277715c35aa0e2f;USA;6.420250716499077
52;6450e6392277715c35aa1432;ARGENTINA;3.4264417475720754
53;6450e6392277715c35aa1432;AUSTRALIA;9.69148256559247
54;6450e6392277715c35aa1432;AUSTRIA;3.464022512680025
55;6450e6392277715c35aa1432;BELGIUM;6.202840233040518
57;6450e6392277715c35aa1432;CANADA;3.801264126433137
58;6450e6392277715c35aa1432;CHILE;0.11833027704200139
60;6450e6392277715c35aa1432;FRANCE;0.916384947670561
61;6450e6392277715c35aa1432;GERMANY;2.323163318619322
63;6450e6392277715c35aa1432;ITALY;8.121681867134422
64;6450e6392277715c35aa1432;MALAYSIA;4.420648515259414
68;6450e6392277715c35aa1432;PERU;5.886236642753964
69;6450e6392277715c35aa1432;PORTUGAL;9.43856572602534
71;6450e6392277715c35aa1432;SAUDI ARABIA;1.470237116975518
74;6450e6392277715c35aa1432;SWITZERLAND;8.618193696255505
75;6450e6392277715c35aa1432;UAE;3.7923600796297077
77;6450e6392277715c35aa1432;USA;3.374800023629234
79;6450f6172277715c35aa1733;AUSTRALIA;6.255282909356904
80;6450f6172277715c35aa1733;AUSTRIA;8.986385505538822
81;6450f6172277715c35aa1733;BELGIUM;3.48535912423897
82;6450f6172277715c35aa1733;BRAZIL;7.614082411877005
83;6450f6172277715c35aa1733;CANADA;0.19242084525597947
84;6450f6172277715c35aa1733;CHILE;6.23101612367986
85;6450f6172277715c35aa1733;COLOMBIA;6.305586694939103
86;6450f6172277715c35aa1733;FRANCE;5.56060520273184
88;6450f6172277715c35aa1733;GREECE;9.378226242614252
90;6450f6172277715c35aa1733;MALAYSIA;9.385912799711235
91;6450f6172277715c35aa1733;MEXICO;3.420608768072934
93;6450f6172277715c35aa1733;PANAMA;4.563642523156438
94;6450f6172277715c35aa1733;PERU;7.923755503786389
95;6450f6172277715c35aa1733;PORTUGAL;8.43911400868263
96;6450f6172277715c35aa1733;RUSSIA;4.179688048369084
98;6450f6172277715c35aa1733;SINGAPORE;3.4902659294331437
99;6450f6172277715c35aa1733;SPAIN;8.206165297611285
100;6450f6172277715c35aa1733;SWITZERLAND;3.7686948839532217
101;6450f6172277715c35aa1733;UAE;4.0523219260262415
102;6450f6172277715c35aa1733;UNITED KINGDOM;1.3553043110555074
103;6450f6172277715c35aa1733;USA;5.429491375419353
104;6450f6f62277715c35aa1a36;ARGENTINA;3.2644806545161598
107;6450f6f62277715c35aa1a36;BELGIUM;5.906067294228793
108;6450f6f62277715c35aa1a36;BRAZIL;4.482090674641564
109;6450f6f62277715c35aa1a36;CANADA;7.481364627635777
111;6450f6f62277715c35aa1a36;COLOMBIA;2.777728722071735
112;6450f6f62277715c35aa1a36;FRANCE;1.719995588072769
113;6450f6f62277715c35aa1a36;GERMANY;7.029597607744121
114;6450f6f62277715c35aa1a36;GREECE;3.8412720288018285
115;6450f6f62277715c35aa1a36;ITALY;5.636035750358989
116;6450f6f62277715c35aa1a36;MALAYSIA;9.41068735901135
118;6450f6f62277715c35aa1a36;NETHERLANDS;4.840936949781862
120;6450f6f62277715c35aa1a36;PERU;1.5239212924667667
121;6450f6f62277715c35aa1a36;PORTUGAL;4.267035131904672
122;6450f6f62277715c35aa1a36;RUSSIA;4.785309758322949
123;6450f6f62277715c35aa1a36;SAUDI ARABIA;7.659784108779331
125;6450f6f62277715c35aa1a36;SPAIN;1.951882554966371
126;6450f6f62277715c35aa1a36;SWITZERLAND;3.46901767343339
127;6450f6f62277715c35aa1a36;UAE;0.5002831956435227
128;6450f6f62277715c35aa1a36;UNITED KINGDOM;7.019779314082053
129;6450f6f62277715c35aa1a36;USA;7.439323438996529
130;64510c152277715c35aa1f86;ARGENTINA;4.571913688027571
132;64510c152277715c35aa1f86;AUSTRIA;5.382686586643258
134;64510c152277715c35aa1f86;BRAZIL;7.4981383823172765
136;64510c152277715c35aa1f86;CHILE;2.6830143047393706
137;64510c152277715c35aa1f86;COLOMBIA;6.069652858904116
138;64510c152277715c35aa1f86;FRANCE;9.639193476849504
139;64510c152277715c35aa1f86;GERMANY;6.579678184122032
140;64510c152277715c35aa1f86;GREECE;0.7811013672136391
141;64510c152277715c35aa1f86;ITALY;2.902600693962393
142;64510c152277715c35aa1f86;MALAYSIA;5.19126605763323
143;64510c152277715c35aa1f86;MEXICO;0.726707666846258
144;64510c152277715c35aa1f86;NETHERLANDS;6.765698118812816
145;64510c152277715c35aa1f86;PANAMA;6.542121992729171
146;64510c152277715c35aa1f86;PERU;8.763236906269642
147;64510c152277715c35aa1f86;PORTUGAL;4.9999278815421
148;64510c152277715c35aa1f86;RUSSIA;6.921385497664847
150;64510c152277715c35aa1f86;SINGAPORE;1.8201820865306007
151;64510c152277715c35aa1f86;SPAIN;0.028696926893532204
152;64510c152277715c35aa1f86;SWITZERLAND;1.7225399436025612
153;64510c152277715c35aa1f86;UAE;0.6221459830701659
154;64510c152277715c35aa1f86;UNITED KINGDOM;4.277180248592836
155;64510c152277715c35aa1f86;USA;4.683033372636122
156;64510ca52277715c35aa228d;ARGENTINA;6.444726975097003
158;64510ca52277715c35aa228d;AUSTRIA;1.4077186642191064
159;64510ca52277715c35aa228d;BELGIUM;2.147160974961891
160;64510ca52277715c35aa228d;BRAZIL;7.983261625576152
161;64510ca52277715c35aa228d;CANADA;5.765224947791881
162;64510ca52277715c35aa228d;CHILE;0.29363593684488487
163;64510ca52277715c35aa228d;COLOMBIA;8.484046723239205
165;64510ca52277715c35aa228d;GERMANY;6.298055982244036
166;64510ca52277715c35aa228d;GREECE;1.8663910643648551
167;64510ca52277715c35aa228d;ITALY;2.5206574125692183
168;64510ca52277715c35aa228d;MALAYSIA;5.535474138252426
169;64510ca52277715c35aa228d;MEXICO;5.608011815260024
170;64510ca52277715c35aa228d;NETHERLANDS;8.05188663940378
171;64510ca52277715c35aa228d;PANAMA;3.585826381733387
172;64510ca52277715c35aa228d;PERU;5.493031465525254
173;64510ca52277715c35aa228d;PORTUGAL;5.825379784982245
174;64510ca52277715c35aa228d;RUSSIA;5.586764177266628
175;64510ca52277715c35aa228d;SAUDI ARABIA;0.7290584537773248
176;64510ca52277715c35aa228d;SINGAPORE;4.112528744338819
177;64510ca52277715c35aa228d;SPAIN;3.388841212892876
178;64510ca52277715c35aa228d;SWITZERLAND;9.927777182392672
179;64510ca52277715c35aa228d;UAE;4.656885634876435
180;64510ca52277715c35aa228d;UNITED KINGDOM;4.352278756905461
181;64510ca52277715c35aa228d;USA;4.836875664225595
183;64510dae2277715c35aa2596;AUSTRALIA;9.192825819693626
184;64510dae2277715c35aa2596;AUSTRIA;6.114538546344244
185;64510dae2277715c35aa2596;BELGIUM;3.8914338748805264
186;64510dae2277715c35aa2596;BRAZIL;9.125773965506847
187;64510dae2277715c35aa2596;CANADA;9.298429415670627
188;64510dae2277715c35aa2596;CHILE;2.643127338652622
189;64510dae2277715c35aa2596;COLOMBIA;3.9339609215398372
190;64510dae2277715c35aa2596;FRANCE;9.664586700483476
191;64510dae2277715c35aa2596;GERMANY;5.410486888622195
192;64510dae2277715c35aa2596;GREECE;4.317450776906498
194;64510dae2277715c35aa2596;MALAYSIA;1.954045352755338
196;64510dae2277715c35aa2596;NETHERLANDS;3.844388397446181
197;64510dae2277715c35aa2596;PANAMA;6.312347247209463
198;64510dae2277715c35aa2596;PERU;0.3870114739047559
199;64510dae2277715c35aa2596;PORTUGAL;0.8330628677966001
200;64510dae2277715c35aa2596;RUSSIA;0.053764050237603556
201;64510dae2277715c35aa2596;SAUDI ARABIA;2.189273345235805
202;64510dae2277715c35aa2596;SINGAPORE;1.829927988660186
203;64510dae2277715c35aa2596;SPAIN;8.50807680962517
204;64510dae2277715c35aa2596;SWITZERLAND;1.8523802261180422
205;64510dae2277715c35aa2596;UAE;6.611810258636206
207;64510dae2277715c35aa2596;USA;1.1835913400537623
208;64512fe32277715c35aa2d2e;ARGENTINA;5.935597702689782
209;64512fe32277715c35aa2d2e;AUSTRALIA;4.356201517038281
211;64512fe32277715c35aa2d2e;BELGIUM;4.086681157269886
212;64512fe32277715c35aa2d2e;BRAZIL;8.565618926846152
213;64512fe32277715c35aa2d2e;CANADA;1.6771946679903516
214;64512fe32277715c35aa2d2e;CHILE;5.952181582727776
215;64512fe32277715c35aa2d2e;COLOMBIA;8.218640558900578
216;64512fe32277715c35aa2d2e;FRANCE;7.138968224944412
217;64512fe32277715c35aa2d2e;GERMANY;9.83345821144994
219;64512fe32277715c35aa2d2e;ITALY;0.02105876469276069
220;64512fe32277715c35aa2d2e;MALAYSIA;8.843593145170207
221;64512fe32277715c35aa2d2e;MEXICO;6.134513562538228
222;64512fe32277715c35aa2d2e;NETHERLANDS;0.024845306541273482
223;64512fe32277715c35aa2d2e;PANAMA;4.6549382137350745
224;64512fe32277715c35aa2d2e;PERU;7.674373771390069
226;64512fe32277715c35aa2d2e;RUSSIA;1.8254669511078414
227;64512fe32277715c35aa2d2e;SAUDI ARABIA;6.784771815123953
228;64512fe32277715c35aa2d2e;SINGAPORE;1.3966842033211668
229;64512fe32277715c35aa2d2e;SPAIN;8.034524387896456
230;64512fe32277715c35aa2d2e;SWITZERLAND;5.684633683212377
231;64512fe32277715c35aa2d2e;UAE;0.338866526654793
232;64512fe32277715c35aa2d2e;UNITED KINGDOM;0.9087570749193663
233;64512fe32277715c35aa2d2e;USA;8.638650496690433
235;6451305e2277715c35aa303b;AUSTRALIA;0.3300141705578441
236;6451305e2277715c35aa303b;AUSTRIA;2.9854259889425974
237;6451305e2277715c35aa303b;BELGIUM;5.669118875750954
239;6451305e2277715c35aa303b;CANADA;2.1343978037563884
240;6451305e2277715c35aa303b;CHILE;2.242321657352231
242;6451305e2277715c35aa303b;FRANCE;7.760340116507591
243;6451305e2277715c35aa303b;GERMANY;2.9099458431204903
244;6451305e2277715c35aa303b;GREECE;0.3858294947632501
246;6451305e2277715c35aa303b;MALAYSIA;7.211218000062737
247;6451305e2277715c35aa303b;MEXICO;9.543659583748518
248;6451305e2277715c35aa303b;NETHERLANDS;8.31933976609196
249;6451305e2277715c35aa303b;PANAMA;5.48562029475065
251;6451305e2277715c35aa303b;PORTUGAL;4.248837530408758
252;6451305e2277715c35aa303b;RUSSIA;9.251651708878457
253;6451305e2277715c35aa303b;SAUDI ARABIA;7.662254383182043
255;6451305e2277715c35aa303b;SPAIN;5.706572412350033
256;6451305e2277715c35aa303b;SWITZERLAND;8.798223189134779
257;6451305e2277715c35aa303b;UAE;6.017123634777715
258;6451305e2277715c35aa303b;UNITED KINGDOM;9.735046676021065
259;6451305e2277715c35aa303b;USA;8.582904782951024
260;645135322277715c35aa334a;ARGENTINA;5.504452306955059
261;645135322277715c35aa334a;AUSTRALIA;9.228362096151493
263;645135322277715c35aa334a;BELGIUM;3.4243895368408506
264;645135322277715c35aa334a;BRAZIL;7.0092702135709875
265;645135322277715c35aa334a;CANADA;1.7127560280475662
266;645135322277715c35aa334a;CHILE;8.953649150583347
267;645135322277715c35aa334a;COLOMBIA;2.4805014988861895
268;645135322277715c35aa334a;FRANCE;9.490325116266806
269;645135322277715c35aa334a;GERMANY;0.16991457347478534
271;645135322277715c35aa334a;ITALY;6.818368967363999
272;645135322277715c35aa334a;MALAYSIA;1.5005616970155633
273;645135322277715c35aa334a;MEXICO;7.70811472185411
274;645135322277715c35aa334a;NETHERLANDS;4.919059302935537
275;645135322277715c35aa334a;PANAMA;9.096502525641686
276;645135322277715c35aa334a;PERU;7.150692097144772
277;645135322277715c35aa334a;PORTUGAL;7.682659886484968
279;645135322277715c35aa334a;SAUDI ARABIA;1.204793691801893
280;645135322277715c35aa334a;SINGAPORE;0.9656121033732057
281;645135322277715c35aa334a;SPAIN;8.505577051866997
282;645135322277715c35aa334a;SWITZERLAND;2.2577384358251997
283;645135322277715c35aa334a;UAE;8.669418260791785
284;645135322277715c35aa334a;UNITED KINGDOM;1.4253813747764421
285;645135322277715c35aa334a;USA;3.0845128065380956
286;645135c32277715c35aa365b;ARGENTINA;9.287387292602213
287;645135c32277715c35aa365b;AUSTRALIA;8.397178330814729
288;645135c32277715c35aa365b;AUSTRIA;0.5424264390551503
292;645135c32277715c35aa365b;CHILE;4.4809751028516365
293;645135c32277715c35aa365b;COLOMBIA;9.098678421436105
294;645135c32277715c35aa365b;FRANCE;0.14757842125113996
295;645135c32277715c35aa365b;GERMANY;1.0731948676815573
296;645135c32277715c35aa365b;GREECE;6.451958850455535
297;645135c32277715c35aa365b;ITALY;1.0498348290230974
298;645135c32277715c35aa365b;MALAYSIA;4.488382511404103
300;645135c32277715c35aa365b;NETHERLANDS;5.0782278191687045
303;645135c32277715c35aa365b;PORTUGAL;8.602540635070385
306;645135c32277715c35aa365b;SINGAPORE;9.57390820287017
307;645135c32277715c35aa365b;SPAIN;5.122309479474788
308;645135c32277715c35aa365b;SWITZERLAND;5.103603217049822
309;645135c32277715c35aa365b;UAE;7.267953384895708
310;645135c32277715c35aa365b;UNITED KINGDOM;1.9250661664810853
311;645135c32277715c35aa365b;USA;9.408585406397819
312;645136662277715c35aa396e;ARGENTINA;0.011989244531699361
313;645136662277715c35aa396e;AUSTRALIA;0.017938700722879286
314;645136662277715c35aa396e;AUSTRIA;6.256663618033472
315;645136662277715c35aa396e;BELGIUM;3.4148469228076825
316;645136662277715c35aa396e;BRAZIL;3.981152402980567
317;645136662277715c35aa396e;CANADA;2.2143717585733356
318;645136662277715c35aa396e;CHILE;4.078023974152605
320;645136662277715c35aa396e;FRANCE;8.279831434226898
321;645136662277715c35aa396e;GERMANY;6.992494481902861
323;645136662277715c35aa396e;ITALY;0.9465375584306712
324;645136662277715c35aa396e;MALAYSIA;0.5667983864715787
325;645136662277715c35aa396e;MEXICO;5.061927974768582
328;645136662277715c35aa396e;PERU;7.301609633663711
330;645136662277715c35aa396e;RUSSIA;6.644890690964182
331;645136662277715c35aa396e;SAUDI ARABIA;8.64114693706586
332;645136662277715c35aa396e;SINGAPORE;1.33264617858727
333;645136662277715c35aa396e;SPAIN;6.0575263687778005
334;645136662277715c35aa396e;SWITZERLAND;7.660145473300027
335;645136662277715c35aa396e;UAE;9.378407880301229
336;645136662277715c35aa396e;UNITED KINGDOM;1.0088303738469417
337;645136662277715c35aa396e;USA;2.396418507217862
